Sample ID,Organism ID,Host species,Host species NCBI tax ID,Latitude,Longitude,Spatial uncertainty,Collection day,Collection month,Collection year,Collection method or tissue,Detection method,Detection target,Detection target NCBI tax ID,Detection outcome,Detection measurement,Detection measurement units,Pathogen,Pathogen NCBI tax id,Organism sex,Dead or alive,Health notes,Life stage,Age,Mass,Length
9_SEI_019,9_SEI_019,Rattus rattus,10117,-11.193383333333333,8.122166666666667,10,8,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.037,0.118
9_SEI_013,9_SEI_013,Lemniscomys striatus,121567,-11.1922,8.122066666666667,10,8,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.039,0.108
9_SEI_012,9_SEI_012,Lophuromys sikapusi,83535,-11.193683333333334,8.120933333333332,10,7,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.084,0.149
9_SEI_011,9_SEI_011,Mus setulosus,10102,-11.194333333333333,8.1205,10,7,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.092
9_SEI_010,9_SEI_010,Mastomys natalensis,10112,-11.194566666666667,8.123733333333334,10,7,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.022,0.112
9_SEI_009,9_SEI_009,Crocidura olivieri,214449,-11.1926,8.12215,10,6,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.027,0.093
9_SEI_008,9_SEI_008,Lophuromys sikapusi,83535,-11.192516666666666,8.121983333333333,10,6,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.048,0.111
9_SEI_007,9_SEI_007,Lophuromys sikapusi,83535,-11.192316666666667,8.1222,10,6,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.042,0.124
9_SEI_006,9_SEI_006,Mus setulosus,10102,-11.192083333333333,8.122266666666667,10,6,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.006,0.071
9_SEI_005,9_SEI_005,Rattus rattus,10117,-11.1935,8.122516666666666,10,5,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.034,0.115
9_SEI_004,9_SEI_004,Rattus rattus,10117,-11.193583333333333,8.122183333333334,10,5,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.036,0.116
9_SEI_003,9_SEI_003,Crocidura buettikoferi,214466,-11.194283333333333,8.123266666666666,10,5,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.1
9_SEI_002,9_SEI_002,Mus setulosus,10102,-11.1942,8.123,10,5,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.009,0.069
9_SEI_001,9_SEI_001,Praomys rostratus,476587,-11.194333333333333,8.122883333333334,10,5,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.094
9_LAL_012,9_LAL_012,Mastomys natalensis,10112,-11.079816666666666,8.197216666666666,10,6,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.047,0.129
9_LAL_011,9_LAL_011,Lophuromys sikapusi,83535,-11.0797,8.19685,10,6,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.011,0.081
9_LAL_010,9_LAL_010,Lemniscomys striatus,121567,-11.080300000000001,8.193766666666667,10,5,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.029,0.105
9_LAL_009,9_LAL_009,Mus setulosus,10102,-11.080200000000001,8.193716666666667,10,5,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.006,0.059
9_LAL_008,9_LAL_008,Crocidura olivieri,214449,-11.079466666666667,8.1988,10,5,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.026,0.131
9_LAL_007,9_LAL_007,Crocidura grandiceps,148971,-11.079316666666667,8.196633333333333,10,5,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.011,0.089
9_LAL_006,9_LAL_006,Rattus rattus,10117,-11.07975,8.1969,10,4,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.048,0.14
9_LAL_005,9_LAL_005,Praomys rostratus,476587,-11.08,8.193716666666667,10,4,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.089
9_LAL_004,9_LAL_004,Mus setulosus,10102,-11.080483333333333,8.199366666666664,10,4,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.074
9_LAL_003,9_LAL_003,Praomys rostratus,476587,-11.079816666666666,8.197216666666666,10,3,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.137
9_LAL_002,9_LAL_002,Rattus rattus,10117,-11.079783333333333,8.1971,10,3,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.122,0.175
9_LAL_001,9_LAL_001,Hylomyscus simus,337584,-11.07955,8.19695,10,3,2,2023,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.089
8_BAI_014,8_BAI_014,Malacomys edwardsi,333388,-11.262411666666667,7.8303666666666665,10,13,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.119
8_BAI_013,8_BAI_013,Malacomys edwardsi,333388,-11.262168333333333,7.830276666666666,10,13,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.069,0.143
8_SEI_010,8_SEI_010,Praomys rostratus,476587,-11.193288333333333,8.122208333333333,10,9,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.046,0.13
8_SEI_009,8_SEI_009,Crocidura olivieri,214449,-11.1944,8.120683333333332,10,9,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.021,0.119
8_SEI_008,8_SEI_008,Mastomys natalensis,10112,-11.193288333333333,8.122208333333333,10,8,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.066,0.142
8_SEI_007,8_SEI_007,Crocidura grandiceps,148971,-11.194316666666667,8.120483333333334,10,8,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.008,0.076
8_SEI_006,8_SEI_006,Crocidura buettikoferi,214466,-11.194383333333334,8.120716666666668,10,7,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.013,0.096
8_SEI_005,8_SEI_005,Praomys rostratus,476587,-11.194466666666669,8.122983333333334,10,7,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.119
8_SEI_004,8_SEI_004,Rattus rattus,10117,-11.19371,8.122893333333334,10,6,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.022,0.096
8_SEI_003,8_SEI_003,Mastomys natalensis,10112,-11.193466666666666,8.121963333333333,10,6,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.059,0.133
8_SEI_002,8_SEI_002,Mastomys natalensis,10112,-11.193291666666667,8.122458333333334,10,6,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.044,0.122
8_SEI_001,8_SEI_001,Praomys rostratus,476587,-11.193311666666666,8.122103333333333,10,6,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.016,0.082
8_BAI_012,8_BAI_012,Rattus rattus,10117,-11.267898333333333,7.8362066666666665,10,13,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.11,0.178
8_BAI_011,8_BAI_011,Mastomys natalensis,10112,-11.267888333333334,7.8362533333333335,10,13,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.049,0.133
8_BAI_010,8_BAI_010,Mastomys natalensis,10112,-11.267473333333333,7.83621,10,13,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.065,0.125
8_BAI_009,8_BAI_009,Lophuromys sikapusi,83535,-11.266355,7.836431666666667,10,13,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.05,0.122
8_BAI_008,8_BAI_008,Crocidura olivieri,214449,-11.266446666666667,7.836413333333334,10,13,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.034,0.122
8_BAI_007,8_BAI_007,Crocidura olivieri,214449,-11.266723333333333,7.836385,10,13,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.02,0.103
8_BAI_006,8_BAI_006,Lophuromys sikapusi,83535,-11.266688333333333,7.836401666666667,10,13,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.051,0.129
8_BAI_005,8_BAI_005,Lophuromys sikapusi,83535,-11.266618333333334,7.836363333333333,10,13,11,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.038,0.107
8_LAM_004,8_LAM_004,Mus musculus,10090,-11.196403333333333,7.8502133333333335,10,30,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.015,0.08
8_LAM_003,8_LAM_003,Crocidura olivieri,214449,-11.194683333333332,7.8513,10,29,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.03,0.12
8_LAL_004,8_LAL_004,Crocidura olivieri,214449,-11.080143333333332,8.193876666666668,10,23,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.016,0.101
8_LAM_002,8_LAM_002,Crocidura olivieri,214449,-11.192466666666666,7.849233333333333,10,29,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.026,0.13
8_LAM_001,8_LAM_001,Crocidura olivieri,214449,-11.1924,7.8491333333333335,10,29,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.028,0.124
8_LAL_007,8_LAL_007,Mastomys natalensis,10112,-11.080466666666666,8.1992,10,23,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.125
8_LAL_011,8_LAL_011,Mastomys natalensis,10112,-11.079863333333334,8.197843333333333,10,26,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.006,0.066
8_LAL_010,8_LAL_010,Mastomys natalensis,10112,-11.079531666666666,8.197273333333333,10,26,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.03,0.115
8_LAL_009,8_LAL_009,Rattus rattus,10117,-11.079593333333333,8.197133333333333,10,26,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.026,0.099
8_LAL_008,8_LAL_008,Rattus rattus,10117,-11.079608333333333,8.196993333333333,10,26,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.079,0.152
8_LAL_006,8_LAL_006,Mastomys natalensis,10112,-11.079083333333333,8.1988,10,25,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.07,0.14
8_LAL_005,8_LAL_005,Lophuromys sikapusi,83535,-11.079316666666665,8.198749999999999,10,25,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.076,0.13
8_LAL_003,8_LAL_003,Rattus rattus,10117,-11.079518333333333,8.198038333333333,10,23,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.071,0.141
8_LAL_002,8_LAL_002,Rattus rattus,10117,-11.079806666666666,8.196893333333334,10,23,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.047,0.13
8_LAL_001,8_LAL_001,Crocidura olivieri,214449,-11.079483333333332,8.198616666666666,10,23,10,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.025,0.101
7_SEI_005,7_SEI_005,Rattus rattus,10117,-11.19262,8.121983333333333,10,7,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.018,0.091
7_SEI_004,7_SEI_004,Praomys rostratus,476587,-11.197698333333333,8.123836666666667,10,6,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.047,0.137
7_SEI_003,7_SEI_003,Mus setulosus,10102,-11.194416666666667,8.120650000000001,10,8,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,NA,alive,Length refers to head-body length of trapped rodents and shrews,unknown,NA,0.015,0.082
7_SEI_002,7_SEI_002,Praomys rostratus,476587,-11.1921,8.122165,10,6,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.11
7_SEI_001,7_SEI_001,Crocidura olivieri,214449,-11.192498333333333,8.122176666666666,10,5,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.03,0.121
7_LAM_014,7_LAM_014,Mus musculus,10090,-11.19566,7.850901666666667,10,20,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.008,0.07
7_LAM_013,7_LAM_013,Mus musculus,10090,-11.196478333333333,7.850158333333333,10,20,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.018,0.075
7_LAM_012,7_LAM_012,Crocidura olivieri,214449,-11.19657,7.849633333333333,10,20,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.029,0.11
7_LAM_011,7_LAM_011,Crocidura buettikoferi,214466,-11.195733333333333,7.8505,10,20,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.093
7_LAM_010,7_LAM_010,Crocidura olivieri,214449,-11.195583333333333,7.8500499999999995,10,19,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.025,0.111
7_LAM_006,7_LAM_006,Mus musculus,10090,-11.19631,7.850388333333333,10,17,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.092
7_LAM_005,7_LAM_005,Mus musculus,10090,-11.19658,7.8504000000000005,10,17,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.013,0.08
7_LAM_004,7_LAM_004,Mus musculus,10090,-11.19658,7.8504000000000005,10,17,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.074
7_LAM_003,7_LAM_003,Crocidura olivieri,214449,-11.196586666666667,7.849598333333334,10,17,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.03,0.123
7_LAM_002,7_LAM_002,Crocidura olivieri,214449,-11.196678333333333,7.849848333333333,10,17,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.032,0.129
7_LAM_001,7_LAM_001,Crocidura buettikoferi,214466,-11.195766666666666,7.850516666666667,10,17,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.016,0.098
7_BAI_022,7_BAI_022,Mastomys natalensis,10112,-11.268245,7.83669,10,16,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.018,0.09
7_BAI_021,7_BAI_021,Mastomys natalensis,10112,-11.268053333333333,7.8362,10,16,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.042,0.131
7_BAI_020,7_BAI_020,Rattus rattus,10117,-11.268003333333333,7.836293333333334,10,16,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.011,0.077
7_BAI_019,7_BAI_019,Rattus rattus,10117,-11.262365,7.830301666666667,10,16,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.105,0.161
7_BAI_018,7_BAI_018,Rattus rattus,10117,-11.267723333333333,7.836648333333334,10,15,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.048,0.114
7_BAI_017,7_BAI_017,Mastomys natalensis,10112,-11.267723333333333,7.836648333333334,10,15,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.048,0.128
7_BAI_016,7_BAI_016,Rattus rattus,10117,-11.268245,7.83669,10,15,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.026,0.095
7_BAI_015,7_BAI_015,Mastomys natalensis,10112,-11.268096666666667,7.836083333333333,10,15,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.076,0.138
7_BAI_014,7_BAI_014,Rattus rattus,10117,-11.268106666666666,7.83638,10,15,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.062,0.125
7_BAI_013,7_BAI_013,Crocidura buettikoferi,214466,-11.266603333333334,7.836521666666666,10,15,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.093
7_LAL_007,7_LAL_007,Rattus rattus,10117,-11.081031666666666,8.197163333333334,10,10,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.037,0.115
7_LAL_006,7_LAL_006,Crocidura buettikoferi,214466,-11.080333333333332,8.19898333333333,10,10,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.018,0.094
7_LAL_005,7_LAL_005,Crocidura olivieri,214449,-11.08025,8.199049999999998,10,10,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.022,0.102
5_LAL_099,5_LAL_099,Mastomys natalensis,10112,-11.079371666666667,8.196596666666666,10,15,1,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.029,0.105
7_BAI_012,7_BAI_012,Rattus rattus,10117,-11.268245,7.83669,10,14,8,2022,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.065,0.147
